title,location,coordinate
Bún Miến Ngan - Phạm Hồng Thái,"71 Phạm Hồng Thái, P. Trúc Bạch, Quận Ba Đình, Hà Nội","21.0444166, 105.8428062"
Bánh Bao - Quán Thánh,"146 Quán Thánh, Quận Ba Đình, Hà Nội","21.0425543, 105.8414364"
Mì Hàn Quốc - Láng Hạ,"Ngõ 8 Láng Hạ, P. Thành Công, Quận Ba Đình, Hà Nội","21.0211, 105.818253"
Miến Lươn Sành Phố Cổ,"109 Vạn Phúc, Quận Ba Đình, Hà Nội","21.033513, 105.815585"
Takochan - Takoyaki - Trần Huy Liệu,"C7 Ngõ 1 Trần Huy Liệu, P. Giảng Võ, Quận Ba Đình, Hà Nội","21.026501, 105.822308"
Mai - Bún Ngan - Ngõ Hàng Đậu,"60 Ngõ Hàng Đậu, Quận Ba Đình, Hà Nội","21.0402124, 105.8481944"
Bún Ốc Gia Truyền - Giảng Võ,"120A1 Ngõ 140 Giảng Võ, P. Giảng Võ, Quận Ba Đình, Hà Nội","21.027698, 105.824027"
Bún Ốc Bà Thoa - Bún Ốc Gia Truyền - 19 Kim Mã Thượng,"19 Kim Mã Thượng, Quận Ba Đình, Hà Nội","21.035874, 105.813124"
Cơm Chay Hoa Sen - Đội Cấn,"2 Ngõ 209 Đội Cấn, Quận Ba Đình, Hà Nội","21.0354002, 105.8226246"
Cơm Ngon Mẹ Nấu - Kim Mã,"11 Ngõ 192 Kim Mã, P. Kim Mã, Quận Ba Đình, Hà Nội","21.0323172, 105.8247572"
Xôi Bà Hồng - Hàng Than,"2 Hàng Than, P. Nguyễn Trung Trực, Quận Ba Đình, Hà Nội","21.04317, 105.847054"
Xôi Chè Kí Gia - Nguyễn Trường Tộ,"101 Nguyễn Trường Tộ, P. Quán Thánh, Quận Ba Đình, Hà Nội","21.043056, 105.843881"
Nhà Hàng 123 - Kim Mã,"365 Kim Mã, Quận Ba Đình, Hà Nội","21.030533, 105.816793"
Bếp Nhà Noo - Chân Gà Sả Ớt Online - Vạn Phúc,"8 Vạn Phúc, Quận Ba Đình, Hà Nội","21.0332598, 105.8179608"
Lòng Nhất Món,"96 Đường Yên Phụ (Đối Diện Chợ Hoa Quả Long Biên), P. Nguyễn Trung Trực, Quận Ba Đình, Hà Nội","21.04107, 105.84936"
Cô Nga - Bánh Rán & Bánh Gối,"Ngõ 285 Đội Cấn, Quận Ba Đình, Hà Nội","21.0354797, 105.8188044"
Bún Đậu Phát Lộc - Trần Huy Liệu,"116B1 Trần Huy Liệu, P. Giảng Võ, Quận Ba Đình, Hà Nội","21.029777, 105.820417"
Bít Tết Ba Duy - Vạn Bảo,"24 Ngõ 34 Vạn Bảo, Quận Ba Đình, Hà Nội","21.034222, 105.816786"
Bánh Mì Nguyên Sinh - Đội Cấn,"201 AB Đội Cấn, Quận Ba Đình, Hà Nội","21.0349997, 105.8244967"
Cửa Hàng Bảo Phương - Trà Bí Đao & Trà Dưa Lưới Hạt Chia - Đường Thanh Niên,"9 Thanh Niên, P. Quán Thánh, Quận Ba Đình, Hà Nội","21.0438071, 105.8363573"
MBGB - Nguyên Liệu Bánh Gạo Hàn Quốc Online,"10 Ngõ 33 Vĩnh Phúc, P. Vĩnh Phúc, Quận Ba Đình, Hà Nội","21.0448427, 105.8109814"
Homie Shop - Bakery & Drink Online,"3A Ngõ 173/63 Hoàng Hoa Thám, P. Ngọc Hà, Quận Ba Đình, Hà Nội","21.039149, 105.822812"
Miến Trộn - Tú Béo,"102A5 Thành Công, Quận Ba Đình, Hà Nội","21.0209295, 105.8133334"
Cuốn N Roll Restaurant - Giảng Võ,"Tầng 3 Tòa Nhà D2, Giảng Võ, P. Giảng Võ, Quận Ba Đình, Hà Nội","21.0264078, 105.8229603"
Hùng Béo - Bún Ngan,"202A Đội Cấn, P. Đội Cấn, Quận Ba Đình, Hà Nội","21.034923, 105.823296"
Cháo Dinh Dưỡng Tây Thi - Thành Công,"6 H4 Thành Công, Quận Ba Đình, Hà Nội","21.020833, 105.815464"
Phở Cuốn Duy Mập,"79 Trúc Bạch, P. Trúc Bạch, Quận Ba Đình, Hà Nội","21.046135, 105.842006"
The Alley - Trà Sữa Đài Loan - Đào Tấn,"76 Đào Tấn, P. Ngọc Khánh, Quận Ba Đình, Hà Nội","21.033442, 105.807127"
Ốc Cay Đại Hồng - Trần Huy Liệu,"111B1 Trần Huy Liệu, P. Giảng Võ, Quận Ba Đình, Hà Nội","21.02951, 105.820588"
Đán Ngọc - Chim Quay Online,"25 Phạm Hồng Thái, Quận Ba Đình, Hà Nội","21.0437509, 105.8449931"
Vaps Retaurant - Bò Sốt Vang & Pizza - Mai Anh Tuấn,"Số 254 Mai Anh Tuấn, P. Thành Công, Quận Ba Đình, Hà Nội","21.0181756, 105.8181012"
Bún Đậu Mẹt - Phan Huy Ích,"23 Phan Huy Ích, Quận Ba Đình, Hà Nội","21.0414059, 105.845758"
"Hiền Hảo - Quán Chè Trân Châu To, Bánh Gối & Nem Chua","Ngõ 9 Hoè Nhai, Quận Ba Đình, Hà Nội","21.0411462, 105.8464443"
Ốc Nóng Đức Mười,"22 Liễu Giai, Quận Ba Đình, Hà Nội","21.03536, 105.814551"
Veggie Castle - Vegan Buffet Chay - Yên Ninh,"Số 07 Yên Ninh, P. Trúc Bạch, Quận Ba Đình, Hà Nội","21.0436113, 105.8446832"
Burger King - Giảng Võ,"C4 Giảng Võ, P. Giảng Võ, Quận Ba Đình, Hà Nội","21.027457, 105.8239773"
Teen's Food - Đồ Ăn Vặt,"10 Phạm Hồng Thái, P. Nguyễn Trung Trực, Quận Ba Đình, Hà Nội","21.043485, 105.846526"
"Hoàng Hiền - Bún, Miến & Bánh Đa Trộn","P106 TT. Bộ Thủy Sản, 20 Ngõ 20 Nguyễn Công Hoan, P. Ngọc Khánh, Quận Ba Đình, Hà Nội","21.027908, 105.815302"
"Gà Tần, Bánh Cuốn & Trứng Vịt Lộn - Phạm Hồng Thái","73 Phạm Hồng Thái, P. Trúc Bạch, Quận Ba Đình, Hà Nội","21.044453, 105.842772"
Bảo Oanh - Cafe & Kem Dừa,"7 Thanh Niên, P. Trúc Bạch, Quận Ba Đình, Hà Nội","21.049498, 105.839054"
Thai Little - Lẩu Thái,"1 Yên Thế , Quận Ba Đình, Hà Nội","21.0292899, 105.8396635"
Phở Đông - Phở - Ngọc Khánh,"102A4 Ngõ 11 Ngọc Khánh, P.Giảng Võ, Quận Ba Đình, Hà Nội","21.030083, 105.817391"
Gà Rán KFC - Nguyễn Thái Học - VMQ,"87 Nguyễn Thái Học, P. Điện Biên, Quận Ba Đình, Hà Nội","21.029678, 105.838448"
Ánh Dung - Cơm Phở & Lẩu Nướng,"104A1 Giảng Võ, P. Giảng Võ, Quận Ba Đình, Hà Nội","21.0277895, 105.8245993"
Miến Trộn Thúy Béo - Thành Công,"106B A4 TT. Thành Công (101 A4 Rẽ Phải), Quận Ba Đình, Hà Nội","21.0213802, 105.8133414"
Phở Cuốn Hương Mai - 25 Ngũ Xã,"25 Ngũ Xã, Quận Ba Đình, Hà Nội","21.046125, 105.841378"
Paris Gâteaux - Bánh Ngọt & Trà Sữa - Giảng Võ,"Tầng 1 C4 Giảng Võ, P. Giảng Võ, Quận Ba Đình, Hà Nội","21.026307, 105.822759"
Quẩy Sạch Thành Công - Chuyên Quẩy Nóng & Ăn Vặt Ngon,"107A5 Thành Công, P. Thành Công, Quận Ba Đình, Hà Nội","21.02199, 105.81419"
Rau Má Lá - Nước Dừa & Sữa Đậu Nành - Đội Cấn,"99A Đội Cấn, P. Đội Cấn, Quận Ba Đình, Hà Nội","21.034569, 105.829046"
Bánh Cuốn & Gà Tần - Đội Cấn,"175 Đội Cấn, Quận Ba Đình, Hà Nội","21.0349377, 105.8250886"
Quán Bánh Đúc - Châu Long,"45 Châu Long, Quận Ba Đình, Hà Nội","21.044861, 105.842385"
All Day Coffee - Hàng Bún,"55 Hàng Bún, P. Quán Thánh, Quận Ba Đình, Hà Nội","21.041078, 105.844532"
Nếp Nhà - Bánh Cuốn Cao Bằng,"54 Đào Tấn, P. Cống Vị, Quận Ba Đình, Hà Nội","21.03278, 105.80785"
Bùi Cafe - Phan Đình Phùng,"40 Phan Đình Phùng, P. Quán Thánh, Quận Ba Đình, Hà Nội","21.040826, 105.841298"
Chè Thái Lan & Chè Sài Gòn - Đội Cấn,"105 Đội Cấn, Quận Ba Đình, Hà Nội","21.0346636, 105.8290717"
Trường Phát Bakery - Ngọc Hà,"164 - 166 Ngọc Hà, P. Ngọc Hà, Quận Ba Đình, Hà Nội","21.038579, 105.829097"
Bà Thành - Bún Chả & Bún Hải Sản,"6 Ngõ 12 Đào Tấn, Quận Ba Đình, Hà Nội","21.032839, 105.809263"
Sushi House,"6 Vạn phúc, Quận Ba Đình, Hà Nội","21.033528, 105.821621"
Xôi Liên - Giảng Võ,"D5 TT Giảng Võ, P. Giảng Võ, Quận Ba Đình, Hà Nội","21.025838, 105.8213"
Phở Gà 156 - Quán Thánh,"156 Quán Thánh, Quận Ba Đình, Hà Nội","21.04275, 105.840654"
Gà Rang Muối - Phúc Xá,"49 Phúc Xá, P. Phúc Xá, Quận Ba Đình, Hà Nội","21.045217, 105.849539"
Nộm Bố Già,"1 Nguyễn Trung Trực, Quận Ba Đình, Hà Nội","21.040934, 105.847481"
Spaghetti Box - Ngõ 12 Núi Trúc,"10 Ngõ 12 Núi Trúc, P. Giảng Võ, Quận Ba Đình, Hà Nội","21.0289006, 105.8232766"
Lotteria - Kim Mã,"1 Núi Trúc, P. Kim Mã, Quận Ba Đình, Hà Nội","21.031174, 105.821847"
Minchu Home - Bánh Mì Sốt Vang - Shop Online,"14 Ngách 7 Ngõ 394 Đội Cấn, P. Cống Vị, Quận Ba Đình, Hà Nội","21.037601, 105.811405"
Mì Hàn Quốc - Kim Mã,"505 Kim Mã , Quận Ba Đình, Hà Nội","21.030019, 105.812173"
Ngọc Thạch Quán - Sữa Chua & Caramen - Nguyễn Thái Học,"28 Nguyễn Thái Học, Quận Ba Đình, Hà Nội","21.029262, 105.840225"
Tiệm Túk Tắk - Chè Xoài Hongkong,"2 Nguyễn Trường Tộ, P. Nguyễn Trung Trực, Quận Ba Đình, Hà Nội","21.042065, 105.847101"
The Lounge Sky - Lotte Hotels & Resorts Hanoi,"Tầng 38, Lotte Center, 54 Liễu Giai, Quận Ba Đình, Hà Nội","21.03148227, 105.8131171"
Xuyến - Bún Đậu Mẹt,"105K8 Ngõ 6A Thành Công, P. Thành Công, Quận Ba Đình, Hà Nội","21.0210893, 105.8156461"
Teen Food - Món Ăn Ngon & Sạch - Hoàng Hoa Thám,"44 Hoàng Hoa Thám, P. Ngọc Hà, Quận Ba Đình, Hà Nội","21.0399502, 105.8269102"
Cơm Gà Sơn La - Đội Cấn,"6 Ngõ 218A Đội Cấn, P. Liễu Giai, Quận Ba Đình, Hà Nội","21.035331, 105.818668"
Quán Phở Vũ,"57 Văn Cao, P. Liểu Giai, Quận Ba Đình, Hà Nội","21.040467, 105.816214"
Sentosa - Ẩm Thực Á Âu - Huỳnh Thúc Kháng,"12 Huỳnh Thúc Kháng, P. Thành Công, Quận Ba Đình, Hà Nội","21.018324, 105.811569"
Tú Xèo - Bánh Xèo Nem Lụi,"5 Ngõ 167 Đội Cấn, P. Đội Cấn, Quận Ba Đình, Hà Nội","21.0349399, 105.825335"
Tiny Cafe - Nguyễn Tri Phương,"11 Nguyễn Tri Phương, P. Điện Biên, Quận Ba Đình, Hà Nội","21.0325415, 105.8396479"
Hiền Xinh - Thịt Xiên Nướng,"53 Linh Lang (Cổng Chợ Linh Lang), P. Cống Vị, Quận Ba Đình, Hà Nội","21.034266, 105.810311"
Là Việt Coffee - Hàng Bún,"3 Ngõ 45 Hàng Bún, P. Nguyễn Trung Trực, Quận Ba Đình, Hà Nội","21.041901, 105.845345"
Manzi - Bar & Cafe,"14 Phan Huy Ích, Quận Ba Đình, Hà Nội","21.041506, 105.845591"
Gia Đình Quán Ngon - Bánh Xèo & Nem Lụi - 153A Đội Cấn,"153A Đội Cấn, Quận Ba Đình, Hà Nội","21.0349587, 105.8266408"
Pizza Chảo - Đội Cấn,"414 Đội Cấn, P. Cống Vị, Quận Ba Đình, Hà Nội","21.037787, 105.811181"
Lotteria - Lotte Center,"Tầng B1F, Lotte Center, 54 Liễu Giai, Quận Ba Đình, Hà Nội","21.0314779, 105.8131125"
Loving Hut - Cơm Chay - Quán Thánh,"9A Đặng Tất, Quận Ba Đình, Hà Nội","21.04281, 105.838294"
Bami King - Bánh Mì Bò Nướng & Cơm Thố - Quán Thánh,"56 Quán Thánh, P. Quán Thánh, Quận Ba Đình, Hà Nội","21.04057, 105.845592"
Nutmilk - Sữa Hạt Trân Châu & Sữa Tươi Trân Châu,"B1 Ngõ 32 Sơn Tây , P. Điện Biên, Quận Ba Đình, Hà Nội","21.03319, 105.83227"
Nộm Tuyết Béo,"3 Nguyễn Thiếp (Đối Diện 4 Nguyễn Thiếp), P. Nguyễn Trung Trực, Quận Ba Đình, Hà Nội","21.041291, 105.84876"
Tanka Quán - Chân Gà Nướng & Cánh Gà Nướng - Đê La Thành,"683 Đê La Thành, P. Thành Công, Quận Ba Đình, Hà Nội","21.0244431, 105.8133101"
Trung Hoa Đệ Nhất Sủi Cảo - Nguyễn Chí Thanh,"28 Nguyễn Chí Thanh, P. Ngọc Khánh, Quận Ba Đình, Hà Nội","21.0295056, 105.8123513"
Thủy Xèo - Bánh Xèo Nem Lụi - Đội Cấn,"166B Đội Cấn, Quận Ba Đình, Hà Nội","21.0348094, 105.8252531"
Ding Tea - Hàng Than,"24 Hàng Than, P. Nguyễn Trung Trực, Quận Ba Đình, Hà Nội","21.04174522, 105.8473369"
Cúc - Cháo Sườn Sụn - Đội Cấn,"142D Đội Cấn, Quận Ba Đình, Hà Nội","21.034814, 105.826593"
"Linh Xuân - Gà Ủ Muối, Chân Gà Hấp Thảo Quả & Chân Gà Xả Tắc","5 ngách 105/1 Nguyễn Công Hoan, P. Ngọc Khánh, Quận Ba Đình, Hà Nội","21.0274103, 105.8125922"
Xóm Ăn Đêm - Ship Đồ Ăn Đêm Hà Nội,"207C Ngõ 158 Ngọc Hà, P. Ngọc Hà, Quận Ba Đình, Hà Nội","21.038058, 105.825546"
Hot Dog Xưa - Hotdog & Đồ Ăn Vặt,"26 Quán Thánh, P. Quán Thánh, Quận Ba Đình, Hà Nội","21.040493, 105.84625"
Gia Trịnh - Bánh Cổ Truyền & Bánh Ngọt Cao Cấp,"Đối Diện Nhà 49, Khu Tập Thể 16A Lý Nam Đế, P. Quán Thánh, Quận Ba Đình, Hà Nội","21.0356883, 105.8448292"
Bánh Tráng Cô Nhàn - Phan Kế Bính,"122 Phan Kế Bính, P. Cống Vị, Quận Ba Đình, Hà Nội","21.034361, 105.812732"
Bánh Cuốn Cao Bằng - Đào Tấn,"56 Đào Tấn, P. Cống Vị, Quận Ba Đình, Hà Nội","21.0330891, 105.8078685"
King Dakgalbi - Gà Xào Phomai,"22 Nguyễn Chí Thanh, Quận Ba Đình, Hà Nội","21.029208, 105.812633"
Bún Cá Quả Trộn Thái Bình,"104 E2 Khu 7.2Ha Vĩnh Phúc, Quận Ba Đình, Hà Nội","21.0430619, 105.8086328"
Phở Bò Gốc Gạo - Ngọc Hà,"158 Ngọc Hà, Quận Ba Đình, Hà Nội","21.0375999, 105.8295387"
Thúy Nga - Cơm Niêu,"29 Nguyễn Chí Thanh, Quận Ba Đình, Hà Nội","21.028513, 105.812649"
"Bò Khô, Nem Cuốn & Nộm Bò","4 Hòe Nhai, Quận Ba Đình, Hà Nội","21.042266, 105.848016"
Yến - Cháo Sườn Ngõ Huyện - Kim Mã,"17 Ngõ 371/2 Kim Mã, P. Ngọc Khánh, Quận Ba Đình, Hà Nội","21.0301779, 105.8163571"
"Bún, Miến & Bánh Đa Trộn - Quán Thánh","188/4 Quán Thánh, Quận Ba Đình, Hà Nội","21.042757, 105.8386228"
Quán Cây Xoài - Bún Miến Lươn & Bánh Đa Cua,"Mặt Sau 102B A4, Khu Tập Thể Bắc Thành Công, Quận Ba Đình, Hà Nội","21.0210024, 105.8133495"
Yến Béo - Cháo & Súp Gà,"19 Dốc Hòe Nhai, Quận Ba Đình, Hà Nội","21.0419742, 105.847427"
Bún Mọc Dọc Mùng Măng Khô Nga Nga - Đào Tấn,"36 Ngõ 83 Đào Tấn, P. Ngọc Khánh, Quận Ba Đình, Hà Nội","21.033088, 105.806202"
Highlands Coffee - Rose Garden,"170 Ngọc Khánh, P. Giảng Võ, Quận Ba Đình, Hà Nội","21.024744, 105.819106"
Dalaber - Kem Bơ Đà Lạt,"2A Ngõ 260 Đội Cấn, P. Liễu Giai, Quận Ba Đình, Hà Nội","21.0356696, 105.8165813"
PAPA Gâteaux - Trần Phú,"15 Trần Phú, P. Điện Biên, Quận Ba Đình, Hà Nội","21.030359, 105.842459"
Oribeans Coffee - Trần Huy Liệu,"108 C6 Trần Huy Liệu, P. Giảng Võ, Quận Ba Đình, Hà Nội","21.027295, 105.822193"
Phở 195,"195 Đội Cấn, P. Đội Cấn, Quận Ba Đình, Hà Nội","21.0351718, 105.823501"
Trà Sữa Mixue - 162C Đội Cấn,"162C Đội Cấn, P. Đội Cấn, Quận Ba Đình, Hà Nội","21.034906, 105.825768"
Yixin - Lẩu Hồng Kông - Láng Hạ,"6 Ngõ 71 Láng Hạ, P. Thành Công, Quận Ba Đình, Hà Nội","21.0184, 105.816808"
Bún Mọc - Điện Biên Phủ,"22 Điện Biên Phủ, P. Điện Biên, Quận Ba Đình, Hà Nội","21.030272, 105.841516"
Xôi Xéo Oanh Oanh,"573 Đê La Thành, Quận Ba Đình, Hà Nội","21.0237935, 105.8171252"
Tuấn - Cháo Lòng,"104C8 Giảng Võ, P. Giảng Võ, Quận Ba Đình, Hà Nội","21.0279244, 105.8225042"
Phở Chua Ngọt & Bún Miến Trộn - Hòe Nhai,"3 Hòe Nhai, Quận Ba Đình, Hà Nội","21.0416031, 105.8470129"
Hakata Kouryu - Ramen Nhật Bản,"25 Láng Hạ, Quận Ba Đình, Hà Nội","21.0208469, 105.8181466"
Cô Nga Chân Gà Xả Tắc - Ăn Vặt Chân Gà Sả Tắc & Nem Rán - 172 Đội Cấn,"172 Đội Cấn, P. Đội Cấn, Quận Ba Đình, Hà Nội","21.0348083, 105.8240876"
Cơm Chay Văn Phòng 36K - Đội Cấn,"242 Đội Cấn, P. Cống Vị, Quận Ba Đình, Hà Nội","21.0355415, 105.8182841"
Chè Ngon 4 Mùa - Quán Thánh,"170 Quán Thánh, Quận Ba Đình, Hà Nội","21.042927, 105.839665"
Pepperonis Pizza - Giảng Võ,"123 K1 Giảng Võ, P. Giảng Võ, Quận Ba Đình, Hà Nội","21.026843, 105.823692"
Sữa Chua Trân Châu Hạ Long - Trần Huy Liệu,"106 A6 Trần Huy Liệu, P. Giảng Võ, Quận Ba Đình, Hà Nội","21.030485, 105.819663"
"Bailando - Bánh Mì Chảo, Sốt Vang & Đồ Uống Nhiệt Đới","78A Phó Đức Chính, P. Trúc Bạch, Quận Ba Đình, Hà Nội","21.0478744, 105.8418545"
Tuệ Tâm - Ẩm Thực Chay,"30 Ngõ 71 Láng Hạ, P. Thành Công, Quận Ba Đình, Hà Nội","21.01807, 105.816482"
Trà Sữa LeeTee - Láng Hạ,"1B Ngõ 87 Láng Hạ, P. Thành Công, Quận Ba Đình, Hà Nội","21.0175177, 105.8160807"
Bún Cá Cay Đặc Biệt - Trúc Bạch,"77 Trúc Bạch, P. Trúc Bạch, Quận Ba Đình, Hà Nội","21.046419, 105.842125"
Bánh Bao Chiên - Nguyễn Trường Tộ,"6 Nguyễn Trường Tộ, Quận Ba Đình, Hà Nội","21.042047, 105.846735"
Lẩu Ếch Hà My,"70 Ngõ 36 Giang Văn Minh, Quận Ba Đình, Hà Nội","21.033818, 105.827479"
Cơm Tấm Sườn Cậu Muối - Kim Mã,"23 Ngõ 535 Kim Mã, Quận Ba Đình, Hà Nội","21.029127, 105.810372"
Cơm Đại Vương - Kim Mã,"20 Kim Mã, Quận Ba Đình, Hà Nội","21.031295, 105.821435"
Ốc Chị Lệ - Cửa Bắc,"88 Cửa Bắc, Quận Ba Đình, Hà Nội","21.0418396, 105.8423753"
Miến Ngan - Kim Mã Thượng,"5 Ngõ 10 Kim Mã Thượng, Quận Ba Đình, Hà Nội","21.035972, 105.8121"
Xôi Nguyệt,"90 Đào Tấn, Quận Ba Đình, Hà Nội","21.033608, 105.80657"
Hà Nội 1972 Coffee,"26 Ngách 222E Ngõ 260 Đội Cấn, P. Liễu Giai, Quận Ba Đình, Hà Nội","21.034846, 105.816631"
Quán T - Phở & Cơm Văn Phòng,"281 Đội Cấn, P. Liễu Giai, Quận Ba Đình, Hà Nội","21.035519, 105.819519"
Cơm Trưa 22 - Kim Mã Thượng,"22 Kim Mã Thượng, P. Cống Vị, Quận Ba Đình, Hà Nội","21.03597166, 105.8127843"
Lan Béo - Bún Riêu & Bún Đậu,"Đối Diện Ngõ 7 Kim Mã Thượng, Quận Ba Đình, Hà Nội","21.035886, 105.813539"
Zamba Beer - Nguyễn Công Hoan,"75 Nguyễn Công Hoan, Quận Ba Đình, Hà Nội","21.027267, 105.813453"
Tiệm Gà Rán Family 99,"12 Ngách 7 Ngõ 105 Nguyễn Công Hoan, Quận Ba Đình, Hà Nội","21.0273628, 105.8130714"
Nướng Than Hoa Hà Nội,"Ngõ Yên Thế, 65 Nguyễn Thái Học, Quận Ba Đình, Hà Nội","21.029173, 105.840218"
"Hằng - Bánh Đa Cua, Miến Trộn & Bún Cá Rô","32 Hàng Bún, P. Nguyễn Trung Trực, Quận Ba Đình, Hà Nội","21.042301, 105.845203"
Jotako - Takoyaki House - Phan Kế Bính,"56 Phan Kế Bính, P. Cống Vị, Quận Ba Đình, Hà Nội","21.034958, 105.810523"
Phở Yến - Cửa Bắc,"66 Cửa Bắc, Quận Ba Đình, Hà Nội","21.043532, 105.842818"
Bún Cá Ngọc Vũ - Đội Cấn,"Ngõ 343 Đội Cấn, P. Liễu Giai, Quận Ba Đình, Hà Nội","21.036251, 105.816863"
Bún Bò Nam Bộ - Shop Online - Thành Công,"6 B6A Thành Công, Quận Ba Đình, Hà Nội","21.021803, 105.814232"
Bún Cá Văn,"174 Quán Thánh, Quận Ba Đình, Hà Nội","21.042763, 105.839362"
Phở Oanh - Nguyễn Trường Tộ,"113 Nguyễn Truờng Tộ, Quận Ba Đình, Hà Nội","21.043173, 105.843212"
Bích - Phở Các Loại,"60 Yên Phụ, Quận Ba Đình, Hà Nội","0.0, 0.0"
Minh Anh - Mì Vằn Thắn & Lẩu Riêu Cua,"8 Nguyễn Biểu, Quận Ba Đình, Hà Nội","21.0423747, 105.8400754"
Chè Bà Tóc Bạc - Chè & Bánh Các Loại,"C3 Ngõ 34A Tôn Thất Thiệp (Trần Phú cũ), Quận Ba Đình, Hà Nội","21.030562, 105.842943"
Mì Cá Sakami - Liễu Giai,"10 Liễu Giai, P. Cống Vị, Quận Ba Đình, Hà Nội","21.036676, 105.814783"
BaBa Ao Quê - Nguyễn Chí Thanh,"31A Nguyễn Chí Thanh, Quận Ba Đình, Hà Nội","21.027992, 105.8124922"
Bún Chả Hải Đảo - Thành Công,"3 Ngõ 42 Thành Công, Quận Ba Đình, Hà Nội","21.022872, 105.815578"
Phở Cuốn Hưng Bền - 116 Trấn Vũ,"116 Trấn Vũ, P. Trúc Bạch, Quận Ba Đình, Hà Nội","21.0447694, 105.8412718"
Bánh Mì Minh Nhật - Láng Hạ,"12H1 Láng Hạ, P. Thành Công, Quận Ba Đình, Hà Nội","21.019232, 105.816627"
It's Time - Cafe - Nguyễn Thái Học,"84 Nguyễn Thái Học, P. Điện Biên, Quận Ba Đình, Hà Nội","21.0315648, 105.8325105"
Quán Vân - Xôi Nóng & Gà Tần,"46 Ngọc Hà, Quận Ba Đình, Hà Nội","21.035894, 105.83126"
Oanh - Bún Ốc Nóng & Nguội,"106 Trấn Vũ, P. Trúc Bạch, Quận Ba Đình, Hà Nội","21.043701, 105.841605"
Bốp Bin Lẩu Ếch - Sơn Tây,"144 Sơn Tây, P. Kim Mã, Quận Ba Đình, Hà Nội","21.03275938, 105.8293509"
Gà Lắc Phomai - Núi Trúc,"116B Ngõ 12 Núi Trúc, P. Giảng Võ, Quận Ba Đình, Hà Nội","21.02878, 105.823171"
Chị Tiến - Khoai Lắc & Gà Lắc Phomai,"Đầu Ngõ 12 Núi Trúc, P. Giảng Võ, Quận Ba Đình, Hà Nội","21.029118, 105.823535"
Skyline Coffee - Vincom Nguyễn Chí Thanh,"Tầng 1, Vincom Nguyễn Chí Thanh, 54A Nguyễn Chí Thanh, Quận Ba Đình, Hà Nội","21.023008, 105.80969"
Tuấn Đạt - Phở Cuốn,"16A Nguyễn Khắc Hiếu, Quận Ba Đình, Hà Nội","21.04605429, 105.8408602"
Ốc Tê Tê - Quán Thánh,"158 Quán Thánh, Quận Ba Đình, Hà Nội","21.042895, 105.840373"
"Tiệm 125 - Xôi, Bánh Mì & Đồ Uống","125 Hồng Hà, P. Phúc Xá, Quận Ba Đình, Hà Nội","21.04183, 105.849705"
Đại Hưng - Ẩm Thực Hong Kong - Nguyễn Trường Tộ,"14 Nguyễn Trường Tộ, Quận Ba Đình, Hà Nội","21.04209, 105.846505"
Trà Sữa Tocotoco - Đội Cấn,"95 Đội Cấn, Quận Ba Đình, Hà Nội","21.034713, 105.827679"
Nộm & Bánh Bột Lọc - Nhà Thờ Vạn Phúc,"Nhà Thờ Vạn Phúc, Ngõ 192 Kim Mã, Quận Ba Đình, Hà Nội","21.032359, 105.824368"
Cơm Chay Hà Thành,"17 Ngõ 73 Giang Văn Minh, P. Đội Cấn, Quận Ba Đình, Hà Nội","21.033797, 105.826766"
Bún Dọc Mùng & Móng Giò - Đội Cấn,"5 Ngõ 135 Đội Cấn, Quận Ba Đình, Hà Nội","21.0348667, 105.8278934"
Hùng Hạnh - Bánh Mì Thịt Xiên Nướng,"Trường Mầm Non Hướng Dương, 34A Tôn Thất Thiệp, Quận Ba Đình, Hà Nội","21.030462, 105.842758"
Phở Bò 3 Anh Em,"106 A7 Ngọc Khánh, P. Ngọc Khánh, Quận Ba Đình, Hà Nội","21.0294591, 105.817288"
Grill 63 - Lotte Hotels & Resorts Hanoi,"Tầng 63 - 64, Lotte Center, 54 Liễu Giai, Quận Ba Đình, Hà Nội","21.03148227, 105.8131171"
Cơm Tấm Cơm Niêu Zô Zô,"35 D1 Trần Huy Liệu, P. Giảng Võ, Quận Ba Đình, Hà Nội","21.027294, 105.822107"
